Ano Censo,Número de Matrículas,Nome Região,Nome UF,Nome Localização,Nome Município,Nome Curso,Nome Curso,Sigla UF,Sigla Região
2012,452,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FARMÁCIA,FARMÁCIA,RN,NE
2012,31,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FILOSOFIA,FILOSOFIA,RN,NE
2012,104,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FILOSOFIA,FILOSOFIA,RN,NE
2012,96,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FILOSOFIA,FILOSOFIA,RN,NE
2012,6,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FILOSOFIA,FILOSOFIA,RN,NE
2012,214,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FISIOTERAPIA,FISIOTERAPIA,RN,NE
2012,598,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FISIOTERAPIA,FISIOTERAPIA,RN,NE
2012,300,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FISIOTERAPIA,FISIOTERAPIA,RN,NE
2012,187,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FISIOTERAPIA,FISIOTERAPIA,RN,NE
2012,152,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FISIOTERAPIA,FISIOTERAPIA,RN,NE
2012,252,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FISIOTERAPIA,FISIOTERAPIA,RN,NE
2012,151,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FONOAUDIOLOGIA,FONOAUDIOLOGIA,RN,NE
2012,125,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FONOAUDIOLOGIA,FONOAUDIOLOGIA,RN,NE
2012,85,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FÍSICA,FÍSICA,RN,NE
2012,158,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FÍSICA,FÍSICA,RN,NE
2012,117,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FÍSICA,FÍSICA,RN,NE
2012,878,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GASTRONOMIA,GASTRONOMIA,RN,NE
2012,124,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GEOFISICA,GEOFISICA,RN,NE
2012,212,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GEOGRAFIA,GEOGRAFIA,RN,NE
2012,188,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GEOGRAFIA,GEOGRAFIA,RN,NE
2012,160,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GEOGRAFIA,GEOGRAFIA,RN,NE
2012,163,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GEOLOGIA,GEOLOGIA,RN,NE
2012,2,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO AMBIENTAL,GESTÃO AMBIENTAL,RN,NE
2012,3,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO AMBIENTAL,GESTÃO AMBIENTAL,RN,NE
2012,158,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO AMBIENTAL,GESTÃO AMBIENTAL,RN,NE
2012,25,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO AMBIENTAL,GESTÃO AMBIENTAL,RN,NE
2012,147,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO AMBIENTAL,GESTÃO AMBIENTAL,RN,NE
