Ano Censo,Número de Matrículas,Nome Região,Nome UF,Nome Localização,Nome Município,Nome Curso,Sigla UF,Sigla Região
2010,12,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FILOSOFIA,RN,NE
2010,107,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FISIOTERAPIA,RN,NE
2010,26,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FISIOTERAPIA,RN,NE
2010,33,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FISIOTERAPIA,RN,NE
2010,14,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FONOAUDIOLOGIA,RN,NE
2010,4,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FÍSICA,RN,NE
2010,14,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,FÍSICA,RN,NE
2010,254,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GASTRONOMIA,RN,NE
2010,26,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GEOGRAFIA,RN,NE
2010,11,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GEOGRAFIA,RN,NE
2010,24,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GEOGRAFIA,RN,NE
2010,16,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GEOLOGIA,RN,NE
2010,134,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO AMBIENTAL,RN,NE
2010,7,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO AMBIENTAL,RN,NE
2010,1,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO DA PRODUÇÃO INDUSTRIAL,RN,NE
2010,1,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,RN,NE
2010,3,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO DE RECURSOS HUMANOS,RN,NE
2010,69,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO DE RECURSOS HUMANOS,RN,NE
2010,92,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO DE RECURSOS HUMANOS,RN,NE
2010,19,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO DE SEGURANÇA PRIVADA,RN,NE
2010,2,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO DE SEGURANÇA PÚBLICA,RN,NE
2010,1,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO DE SISTEMAS DE INFORMAÇÃO,RN,NE
2010,1,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO DE SISTEMAS DE INFORMAÇÃO,RN,NE
2010,1,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO DE TURISMO,RN,NE
2010,1,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO DESPORTIVA E DE LAZER,RN,NE
2010,13,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO E MARKETING DE PEQUENAS E MÉDIAS EMPRESAS,RN,NE
2010,50,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO FINANCEIRA,RN,NE
2010,19,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO FINANCEIRA,RN,NE
2010,143,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO FINANCEIRA,RN,NE
2010,1,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO FINANCEIRA,RN,NE
2010,8,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO PÚBLICA,RN,NE
2010,167,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO PÚBLICA,RN,NE
2010,10,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,GESTÃO PÚBLICA,RN,NE
2010,42,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,HISTÓRIA,RN,NE
2010,49,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,HISTÓRIA,RN,NE
2010,7,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,HISTÓRIA,RN,NE
2010,57,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,HOTELARIA,RN,NE
2010,3,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,JORNALISMO,RN,NE
2010,6,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,LETRAS,RN,NE
2010,10,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,LETRAS - ESPANHOL,RN,NE
2010,43,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,LETRAS - INGLÊS,RN,NE
2010,1,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,LETRAS - INGLÊS,RN,NE
2010,19,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,LETRAS - LÍNGUA E LITERATURAS DA LÍNGUA INGLESA,RN,NE
2010,1,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,LETRAS - LÍNGUA ESPANHOLA E LITERATURA,RN,NE
2010,4,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,LETRAS - LÍNGUA FRANCESA E LITERATURA - LÍNGUA E LITERATURA PORTUGUESA,RN,NE
2010,36,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,LETRAS - LÍNGUA PORTUGUESA,RN,NE
2010,57,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,LETRAS - PORTUGUÊS E LITERATURA,RN,NE
2010,2,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,LOGÍSTICA,RN,NE
2010,34,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,MARKETING,RN,NE
2010,230,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,MARKETING,RN,NE
2010,2,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,MARKETING,RN,NE
2010,4,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,MATEMÁTICA,RN,NE
2010,15,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,MATEMÁTICA,RN,NE
2010,22,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,MATEMÁTICA,RN,NE
2010,12,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,MATEMÁTICA,RN,NE
2010,1,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,MATERIAIS,RN,NE
2010,92,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,MEDICINA,RN,NE
2010,21,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,MÚSICA,RN,NE
